Product_SMILES	reaction_name	SMILES_1	Mol_ID_1	SMILES_2	Mol_ID_2	SMILES_3	Mol_ID_3
CC(C)CCCNc1cc(C2=NNC(c3ccncn3)=N2)ccn1	124-triazole-3	N#Cc1ccncn1	mol_ID_28	CC(C)CCCNc1cc(C(=O)O)ccn1	carboxylates_aryl_38740205	No_3rd_Reactant	No_3rd_Reactant
Cc1cc(CN(C(=O)c2ccc(CN3CCOCC3)cc2)C(C)c2nn[nH]n2)ccc1F	amide_coupling-1	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	Cc1cc(CNC(C)c2nn[nH]n2)ccc1F	tetrazoles_2H_38810482	No_3rd_Reactant	No_3rd_Reactant
Nc1nc(Nc2nc(-c3ccccc3)co2)ncc1C=O	amination-1	Ic1nc(-c2ccccc2)co1	mol_ID_92	Nc1ncc(C=O)c(N)n1	anilines_2formyl_1882384	No_3rd_Reactant	No_3rd_Reactant
CCc1nccn1CNC(=O)Nc1ccc(F)c(F)c1S	curtius-1	CCc1nccn1CC(=O)O	mol_ID_231	Nc1ccc(F)c(F)c1S	anilines_2SH_39143052	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1cc(Cl)cc(CN(C)CCOC(=O)N[C@H]2CCc3ccccc32)c1O	carbamate-2	N[C@H]1CCc2ccccc21	mol_ID_147	CC(=O)c1cc(Cl)cc(CN(C)CCO)c1O	acetophenones_2OH_38736410	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCN(C(=O)NCC2(c3ccccc3)CCOCC2)CC1)c1cc(Cl)ccc1Cl	urea-2	NCC1(c2ccccc2)CCOCC1	mol_ID_237	O=C(CN1CCNCC1)c1cc(Cl)ccc1Cl	amines_primsec_38736908	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1c(N)n(C)c(=O)[nH]c1=O)C(CN1CCCC1)c1ccccc1Cl	amination-2	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	CCCC(CC)Nc1c(N)n(C)c(=O)[nH]c1=O	anilines_prim_38741610	No_3rd_Reactant	No_3rd_Reactant
O=C(O)c1ccnc(N(Cc2ccc(Br)s2)C(=O)N2c3ccccc3C(=O)NC23CCCC3)c1	urea-2	O=C1NC2(CCCC2)Nc2ccccc21	mol_ID_214	O=C(O)c1ccnc(NCc2ccc(Br)s2)c1	carboxylates_aryl_38740203	No_3rd_Reactant	No_3rd_Reactant
Cc1o[n+](C)c(C)c1Sc1ncnc(Cl)c1N	thioether-2	Cc1o[n+](C)c(C)c1I	mol_ID_127	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
C[C@H]1CCc2sc(NC(=O)Nc3nc(N)ncc3C=O)cc2C1	curtius-1	C[C@H]1CCc2sc(C(=O)O)cc2C1	mol_ID_215	Nc1ncc(C=O)c(N)n1	anilines_2formyl_1882384	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCCC(Nc2cnccn2)C1)c1ccc(Br)cc1	amination-1	Clc1cnccn1	mol_ID_23	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1ccc2c(c1)CN(C(=O)Oc1ccc(C(=O)CN3CCSCC3)c(O)c1)CC2	carbamate-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	O=C(CN1CCSCC1)c1ccc(O)cc1O	phenols_2H_38735616	No_3rd_Reactant	No_3rd_Reactant
C#CCN(c1nc2ccccc2s1)C(c1ccccc1)C(F)(F)F	amination-1	Clc1nc2ccccc2s1	mol_ID_35	C#CCNC(c1ccccc1)C(F)(F)F	alkynes_monosub_38741698	No_3rd_Reactant	No_3rd_Reactant
C[C@H]1C(=O)NC(=O)N1c1ccc(C(=O)c2cccc3[nH]ccc23)cc1	stille-2	C[C@H]1C(=O)NC(=O)N1c1ccc(Cl)cc1	mol_ID_168	CCCC[Sn](CCCC)(CCCC)c1cccc2[nH]ccc12	organostannanes_48198397	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(N)c(NC(=O)Nc2cc(C)on2)c1	urea-2	Cc1cc(N)no1	mol_ID_226	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1ccc2c(c1)CN(C(=O)N(Cc1ccc(Br)s1)c1cc(C(=O)O)ccn1)CC2	urea-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	O=C(O)c1ccnc(NCc2ccc(Br)s2)c1	carboxylates_aryl_38740203	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(N)c(-c2nc3ccccc3o2)c1	negishi	Clc1nc2ccccc2o1	mol_ID_87	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
CC(C)CCCN(c1cc(C(=O)O)ccn1)c1nc2ccccc2s1	amination-1	Clc1nc2ccccc2s1	mol_ID_35	CC(C)CCCNc1cc(C(=O)O)ccn1	carboxylates_aryl_38740205	No_3rd_Reactant	No_3rd_Reactant
N#Cc1cc(N)c(O)c(-c2ccccc2C(=O)CN2CCCC2)c1	negishi	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(NC(=O)c2cnc(-c3ccccc3)s2)c(Br)c1	amide_coupling-1	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
Cc1ccc(Oc2ncccc2C2=NC(c3cn[nH]c3)=NN2)cn1	124-triazole-1	N#Cc1cn[nH]c1	mol_ID_49	Cc1ccc(Oc2ncccc2C(=N)N)cn1	amidines_38754416	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1)N[C@H]1c2ccccc2C[C@H]1CO	urea-2	N[C@H]1c2ccccc2C[C@H]1CO	mol_ID_181	Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1	quinazolinones_38802442	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2n(C)cc[n+]2C)c(N)c1	amination-1	Cn1cc[n+](C)c1Br	mol_ID_80	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CN1CCCC(NC(C)c2ccc3c(c2)CCCN3)C1	amination-2	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	CC(=O)CN1CCCC(N)C1	amines_prim_38737526	No_3rd_Reactant	No_3rd_Reactant
CN(CCC#N)CC(=O)c1sccc1-c1ccc[n+](C)c1	negishi	C[n+]1cccc(Cl)c1	mol_ID_50	CN(CCC#N)CC(=O)c1sccc1Br	halides_aryl_38735494	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1ccc(C(=O)OC)nn1)c1ccccc1C(=O)CN1CCCC1	amination-1	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	CCCC(CC)Nc1ccc(C(=O)OC)nn1	esters_non_enolizable_38741576	No_3rd_Reactant	No_3rd_Reactant
Nc1cc(N)nc(SCc2ccnc(-c3ccccc3C(=O)CN3CCCC3)c2)n1	negishi	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	Nc1cc(N)nc(SCc2ccnc(Cl)c2)n1	anilines_2H_38742200	No_3rd_Reactant	No_3rd_Reactant
COc1cc(Cl)c(N)c(C2=NC(c3nccs3)=NO2)c1	oxadiazole-1	N#Cc1nccs1	mol_ID_67	COc1cc(Cl)c(N)c(C(=O)O)c1	anilines_2COOH_38746315	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(Nc2ccccn2)c(N)c1	goldberg-1	Brc1ccccn1	mol_ID_2	CCNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758033	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1N=NN=C1c1nccs1)c1c[nH]c2cc(Br)ccc12	tetrazole-2	N#Cc1nccs1	mol_ID_67	O=C(CCl)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742524	No_3rd_Reactant	No_3rd_Reactant
C#CCN(C(=O)N1CCCc2ncccc21)C(c1ccccc1)C(F)(F)F	urea-2	c1cnc2c(c1)NCCC2	mol_ID_200	C#CCNC(c1ccccc1)C(F)(F)F	alkynes_monosub_38741698	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1ccc(C(=O)OC)nn1)c1n(C)cc[n+]1C	5-het-amination	Cn1cc[n+](C)c1Br	mol_ID_80	CCCC(CC)Nc1ccc(C(=O)OC)nn1	esters_non_enolizable_38741576	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(N)c(N2C=C(c3c(C)noc3C)N=N2)c1	123-triazole-1	C#Cc1c(C)noc1C	mol_ID_11	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CN1CCCC(Nc2ccc[n+](C)c2)C1	amination-1	C[n+]1cccc(Cl)c1	mol_ID_50	CC(=O)CN1CCCC(N)C1	amines_prim_38737526	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(NC(C)c2ccc3c(c2)CNCC3)c(Br)c1	amination-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
N=[N+]=NCCN1CCN(c2ncc[nH]2)CC1	amination-1	Brc1ncc[nH]1	mol_ID_8	N=[N+]=NCCN1CCNCC1	azides_38741996	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1)N1CCN(c2ccccc2)C(=O)C1	urea-2	O=C1CNCCN1c1ccccc1	mol_ID_157	Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1	quinazolinones_38802442	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1ccc2c(c1)CCCN2C(=O)Oc1ccc(C(=O)CN2CCSCC2)c(O)c1	carbamate-2	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	O=C(CN1CCSCC1)c1ccc(O)cc1O	phenols_2H_38735616	No_3rd_Reactant	No_3rd_Reactant
CC(c1nn[nH]n1)N(CC1CCCC1)C1CCN(c2ccccn2)CC1	amination-2	O=C1CCN(c2ccccn2)CC1	mol_ID_210	CC(NCC1CCCC1)c1nn[nH]n1	tetrazoles_2H_38766107	No_3rd_Reactant	No_3rd_Reactant
C[n+]1cccc(Nc2ccc(F)c(F)c2S)c1	amination-1	C[n+]1cccc(Cl)c1	mol_ID_50	Nc1ccc(F)c(F)c1S	anilines_2SH_39143052	No_3rd_Reactant	No_3rd_Reactant
C[n+]1csc(Nc2cc(C#N)cc(I)c2O)c1	amination-1	C[n+]1csc(Br)c1	mol_ID_130	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
CN1CCCc2cc(C(C#N)OC(=O)Nc3cnc(-c4ccccc4)s3)ccc21	curtius-2	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	CN1CCCc2cc(C(O)C#N)ccc21	cyanohydrins_38769468	No_3rd_Reactant	No_3rd_Reactant
CC(C)C(C(=O)c1ccccc1Cl)C(=O)C1CN(c2ccncc2)CCC1=O	claisen-1	O=C1CCN(c2ccncc2)CC1	mol_ID_202	COC(=O)C(C(=O)c1ccccc1Cl)C(C)C	esters_3keto_38792212	No_3rd_Reactant	No_3rd_Reactant
Cc1o[n+](C)c(C)c1N(CCCC(C)C)c1cc(C(=O)O)ccn1	amination-1	Cc1o[n+](C)c(C)c1I	mol_ID_127	CC(C)CCCNc1cc(C(=O)O)ccn1	carboxylates_aryl_38740205	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)c1cc(OC)cc(Cl)c1NC(C)c1ccc2c(c1)CNCC2	amination-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	CCOC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746319	No_3rd_Reactant	No_3rd_Reactant
COc1ccccc1C1CCN(C(=O)N2CCN(CCN=[N+]=N)CC2)CC1	urea-2	COc1ccccc1C1CCNCC1	mol_ID_225	N=[N+]=NCCN1CCNCC1	azides_38741996	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)c1cc(OC)cc(Cl)c1Nc1nc2ccccc2o1	5-het-amination	Clc1nc2ccccc2o1	mol_ID_87	CCOC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746319	No_3rd_Reactant	No_3rd_Reactant
O=C(O)CNC(=O)c1sccc1N1C=C(Cn2cccn2)N=N1	123-triazole-1	C#CCn1cccn1	mol_ID_55	O=C(O)CNC(=O)c1sccc1Br	glycines_N_acyl_38740375	No_3rd_Reactant	No_3rd_Reactant
O=c1cc(Nc2nccs2)[nH]n1-c1ccccc1	amination-1	Brc1nccs1	mol_ID_43	Nc1cc(=O)n(-c2ccccc2)[nH]1	pyrazolones_1846904	No_3rd_Reactant	No_3rd_Reactant
O=C(O)c1ccccc1C(=O)CC1=NC(c2ccncn2)=NO1	oxadiazole-1	N#Cc1ccncn1	mol_ID_28	O=C(O)CC(=O)c1ccccc1C(=O)O	benzoicacids_2acyl_1848587	No_3rd_Reactant	No_3rd_Reactant
N#Cc1cc(I)c(O)c(NC(=O)Nc2ccc(SC(F)F)cc2)c1	urea-2	Nc1ccc(SC(F)F)cc1	mol_ID_151	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCN(C(=O)Nc2c(S)ncnc2Cl)CC1)c1ccccc1	urea-2	O=C(CN1CCNCC1)c1ccccc1	mol_ID_184	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
CN(C)c1ccc(C(=O)c2ccccc2C2=NC(c3ccc4ncsc4c3)=NO2)c(O)c1	oxadiazole-1	N#Cc1ccc2ncsc2c1	mol_ID_145	CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1	benzoicacids_2acyl_1469396	No_3rd_Reactant	No_3rd_Reactant
CSc1ccc(C(C)=O)cc1-c1cnccn1	negishi	Clc1cnccn1	mol_ID_23	CSc1ccc(C(C)=O)cc1Br	thianisoles_2I_39462020	No_3rd_Reactant	No_3rd_Reactant
Sc1ncnc(Cl)c1NC1CCN(c2ccncc2)CC1	amination-2	O=C1CCN(c2ccncc2)CC1	mol_ID_202	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
CCc1csc(-c2ccc(NC(=O)Nc3ccc(SC(F)F)cc3)cc2)n1	urea-2	Nc1ccc(SC(F)F)cc1	mol_ID_151	CCc1csc(-c2ccc(N)cc2)n1	anilines_2H_38745991	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2c[n+](C)ccn2)c(N)c1	amination-1	C[n+]1ccnc(I)c1	mol_ID_98	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2c(C)o[n+](C)c2C)c(N)c1	amination-1	Cc1o[n+](C)c(C)c1I	mol_ID_127	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(C(=O)NCn1ccnc1CC)c1ccc(C(=O)OC)nn1	curtius-1	CCc1nccn1CC(=O)O	mol_ID_231	CCCC(CC)Nc1ccc(C(=O)OC)nn1	esters_non_enolizable_38741576	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(NC(=O)N2CCC(c3ccc(O)cc3)CC2)c(O)c1	urea-2	Oc1ccc(C2CCNCC2)cc1	mol_ID_229	CCNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758231	No_3rd_Reactant	No_3rd_Reactant
CSc1ccc(C(C)=O)cc1-c1nc2ccccc2o1	negishi	Clc1nc2ccccc2o1	mol_ID_87	CSc1ccc(C(C)=O)cc1Br	thianisoles_2I_39462020	No_3rd_Reactant	No_3rd_Reactant
Cc1noc(C)c1C1=NC(c2nc(C(C)C)ncc2S)=NN1	124-triazole-3	Cc1noc(C)c1C#N	mol_ID_1	CC(C)c1ncc(S)c(C(=O)O)n1	thiophenols_38782047	No_3rd_Reactant	No_3rd_Reactant
C#CCN(c1c[n+](C)ccn1)C(c1ccccc1)C(F)(F)F	amination-1	C[n+]1ccnc(I)c1	mol_ID_98	C#CCNC(c1ccccc1)C(F)(F)F	alkynes_monosub_38741698	No_3rd_Reactant	No_3rd_Reactant
NC1CCCN(CC(=O)c2ccc(-c3ncco3)cc2)C1	negishi	Ic1ncco1	mol_ID_26	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)c1cc(OC)cc(Cl)c1Nc1ccc(N2C(=O)NC(=O)[C@@H]2C)cc1	amination-1	C[C@H]1C(=O)NC(=O)N1c1ccc(Cl)cc1	mol_ID_168	CCOC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746319	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1cc(=O)n(-c2ccccc2)[nH]1)N1CCN(C(=O)c2ccncc2)CC1	urea-2	O=C(c1ccncc1)N1CCNCC1	mol_ID_236	Nc1cc(=O)n(-c2ccccc2)[nH]1	pyrazolones_1846904	No_3rd_Reactant	No_3rd_Reactant
Cc1noc(C)c1C1=CN=NN1c1cc(Br)cc(C=O)c1O	123-triazole-3	C#Cc1c(C)noc1C	mol_ID_11	O=Cc1cc(Br)cc(I)c1O	phenols_2I_1610737	No_3rd_Reactant	No_3rd_Reactant
Cc1o[n+](C)c(C)c1-c1ccc2c(C(=O)C(C)Br)c[nH]c2c1	negishi	Cc1o[n+](C)c(C)c1I	mol_ID_127	CC(Br)C(=O)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742530	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(C(=O)NCn1ccnc1CC)c1c(N)n(C)c(=O)[nH]c1=O	curtius-1	CCc1nccn1CC(=O)O	mol_ID_231	CCCC(CC)Nc1c(N)n(C)c(=O)[nH]c1=O	anilines_prim_38741610	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(NC(=O)N2CCc3ccc(C(C)=O)cc3C2)c(Br)c1	urea-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
C#CCn1cc(-c2cc([C@H](C)N)ccc2SC)[n+](C)c1	5-het-arylation	C#CCn1cc[n+](C)c1	mol_ID_128	CSc1ccc([C@H](C)N)cc1Br	thianisoles_2I_39787666	No_3rd_Reactant	No_3rd_Reactant
C[n+]1ccn(CC2=CN(c3ccc(CNc4cc(C(=O)O)ccn4)s3)N=N2)c1	123-triazole-1	C#CCn1cc[n+](C)c1	mol_ID_128	O=C(O)c1ccnc(NCc2ccc(Br)s2)c1	carboxylates_aryl_38740203	No_3rd_Reactant	No_3rd_Reactant
Cc1ccc(C(=O)CCC(=O)CCC2=NNC(c3c(C)noc3C)=N2)cc1	124-triazole-3	Cc1noc(C)c1C#N	mol_ID_1	Cc1ccc(C(=O)CCC(=O)CCC(=O)O)cc1	ketones_4keto_1468830	No_3rd_Reactant	No_3rd_Reactant
N=[N+]=NCCN1CCN(C(=O)Nc2cnc(-c3ccccc3)s2)CC1	curtius-1	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	N=[N+]=NCCN1CCNCC1	azides_38741996	No_3rd_Reactant	No_3rd_Reactant
CC(C)C(C(=O)CC(=O)c1ccc2c(c1)CCCN2)C(=O)c1ccccc1Cl	claisen-1	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	COC(=O)C(C(=O)c1ccccc1Cl)C(C)C	esters_3keto_38792212	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(N)c(OCC2CCN(C(=O)c3ccccc3)CC2)c1	mitsunobu-1	O=C(c1ccccc1)N1CCC(CO)CC1	mol_ID_219	CCNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758231	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CCCN1CC(=O)N(c2cnccn2)c2ccccc21	goldberg-1	Clc1cnccn1	mol_ID_23	CC(=O)CCCN1CC(=O)Nc2ccccc21	anilines_goldberg_38735734	No_3rd_Reactant	No_3rd_Reactant
COc1cc(Cl)c(N)c(C2=NNC(c3ccncn3)=N2)c1	124-triazole-3	N#Cc1ccncn1	mol_ID_28	COc1cc(Cl)c(N)c(C(=O)O)c1	anilines_2COOH_38746315	No_3rd_Reactant	No_3rd_Reactant
Cc1ccc(CN(c2nccs2)c2nnc(S)s2)s1	5-het-amination	Brc1nccs1	mol_ID_43	Cc1ccc(CNc2nnc(S)s2)s1	thiols_38757967	No_3rd_Reactant	No_3rd_Reactant
C=CC(=C)CC(c1ccccc1)N(C)C(C)c1ccc2c(c1)CCCN2	amination-2	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	C=CC(=C)CC(NC)c1ccccc1	dienes_unsubstituted_2568004	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(NC(=O)NCc2ccnc(N(C)C)c2)c(O)c1	urea-2	CN(C)c1cc(CN)ccn1	mol_ID_170	CCNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758231	No_3rd_Reactant	No_3rd_Reactant
CC(C)C(=O)CN1N=NN=C1c1cc[n+](C)cn1	tetrazole-2	C[n+]1ccc(C#N)nc1	mol_ID_109	CC(C)C(=O)CCl	ketones_2halo_aliphatic_38751044	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1ccc(C(=O)OC)nn1)c1n(C)cc[n+]1C	amination-1	Cn1cc[n+](C)c1Br	mol_ID_80	CCCC(CC)Nc1ccc(C(=O)OC)nn1	esters_non_enolizable_38741576	No_3rd_Reactant	No_3rd_Reactant
CC(C(=O)c1ccc(-c2cn[nH]c2)s1)N(C)CCC#N	negishi	Clc1cn[nH]c1	mol_ID_9	CC(C(=O)c1ccc(Cl)s1)N(C)CCC#N	nitriles_38735478	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2cnccn2)c(N)c1	amination-1	Clc1cnccn1	mol_ID_23	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CN1CCCC(NC(CN2CCCC2)c2ccccc2Cl)C1	amination-2	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	CC(=O)CN1CCCC(N)C1	amines_prim_38737526	No_3rd_Reactant	No_3rd_Reactant
COc1cc(C(=O)O)c(N)c(-c2ccc[n+](C)c2)c1	negishi	C[n+]1cccc(Cl)c1	mol_ID_50	COc1cc(Cl)c(N)c(C(=O)O)c1	anilines_2COOH_38746315	No_3rd_Reactant	No_3rd_Reactant
CC(NC(c1nnn[nH]1)C1CCCC1)c1ccc2c(c1)CCCN2	amination-2	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	NC(c1nnn[nH]1)C1CCCC1	tetrazoles_1H_38766846	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CN1CC(=O)N(c2cncnc2)c2ccccc21	goldberg-1	Clc1cncnc1	mol_ID_6	CC(=O)CN1CC(=O)Nc2ccccc21	anilines_goldberg_38735730	No_3rd_Reactant	No_3rd_Reactant
C=CC(=C)CC(c1ccccc1)N(C)c1cncnc1	amination-1	Clc1cncnc1	mol_ID_6	C=CC(=C)CC(NC)c1ccccc1	dienes_unsubstituted_2568004	No_3rd_Reactant	No_3rd_Reactant
Fc1ccc(NC(CN2CCCC2)c2ccccc2Cl)c(S)c1F	amination-2	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	Nc1ccc(F)c(F)c1S	anilines_2SH_39143052	No_3rd_Reactant	No_3rd_Reactant
CC/C=C/C=C/COC(=O)Nc1ccc(CN2CCOCC2)cc1	curtius-2	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	CC/C=C/C=C/CO	dienes_14_substituted_474286	No_3rd_Reactant	No_3rd_Reactant
COc1ccc(CN2CCN(C(=O)Nc3ccc(F)c(F)c3S)CC2)cc1F	urea-2	COc1ccc(CN2CCNCC2)cc1F	mol_ID_228	Nc1ccc(F)c(F)c1S	anilines_2SH_39143052	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1cnc(-c2ccccc2)s1)NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	curtius-1	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(C(=O)Nc1cc(C)on1)c1nc(Cl)c(C(=O)OC)s1	urea-2	Cc1cc(N)no1	mol_ID_226	CCCC(CC)Nc1nc(Cl)c(C(=O)OC)s1	esters_38741562	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CCCCN1CCCCC1CCOC(=O)N1CCC[C@H](Cc2ccc(F)cc2)C1	carbamate-2	Fc1ccc(C[C@H]2CCCNC2)cc1	mol_ID_234	CC(=O)CCCCN1CCCCC1CCO	ketones_enolizable_38735558	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(NC(=O)N2CCN(C(=O)c3ccncc3)CC2)c(O)c1	urea-2	O=C(c1ccncc1)N1CCNCC1	mol_ID_236	CCNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758231	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1cc(F)cc(CN(C)CCOC(=O)NC(c2ccccc2)c2ccccc2)c1O	carbamate-2	NC(c1ccccc1)c1ccccc1	mol_ID_166	CC(=O)c1cc(F)cc(CN(C)CCO)c1O	acetophenones_2OH_38736400	No_3rd_Reactant	No_3rd_Reactant
C[n+]1ccoc1Nc1cc(C#N)cc(I)c1O	amination-1	C[n+]1ccoc1I	mol_ID_119	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
CC(NS(=O)(=O)c1ccc(Nc2c[n+](C)ccn2)c(Br)c1)C(N)=O	goldberg-1	C[n+]1ccnc(I)c1	mol_ID_98	CC(NS(=O)(=O)c1ccc(N)c(Br)c1)C(N)=O	anilines_2I_38758245	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(C(=O)N1CCN(C(=O)c2ccncc2)CC1)c1c(N)n(C)c(=O)[nH]c1=O	urea-2	O=C(c1ccncc1)N1CCNCC1	mol_ID_236	CCCC(CC)Nc1c(N)n(C)c(=O)[nH]c1=O	anilines_prim_38741610	No_3rd_Reactant	No_3rd_Reactant
O=C(OCCC1CCCCN1CC(=O)c1cccs1)c1ccc(CN2CCOCC2)cc1	esterification-2	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	O=C(CN1CCCCC1CCO)c1cccs1	5Het_H1_38735562	No_3rd_Reactant	No_3rd_Reactant
COC(=O)c1cc(OC)cc(-c2n(C)cc[n+]2C)c1N	negishi	Cn1cc[n+](C)c1Br	mol_ID_80	COC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746317	No_3rd_Reactant	No_3rd_Reactant
